State,Delta,Theta,Alpha,Beta,Gamma
Baseline,11335.84,12248.71,11363.59,28336.35,115730.52
Baseline,2784.39,6786.55,5312.48,26343.49,106912.22
Baseline,6688.17,13370.56,22943.14,32210.34,106743.76
Baseline,15136.87,13266.65,11121.27,33273.04,86541.69
Baseline,10109.31,11398.37,10248.37,22981.28,82031.54
Baseline,50113.86,26699.66,11079.08,26322.72,103744.95
Baseline,19197.51,16207.59,11736.90,28800.81,104439.85
Baseline,11045.82,5844.99,6402.77,30948.53,99942.41
Baseline,7161.11,7304.33,7058.42,25229.62,89296.30
Baseline,9169.53,5634.92,9059.60,18020.92,91094.97
Baseline,4195.97,9061.20,7313.87,28489.68,126903.91
Baseline,1647.98,8214.53,7099.45,25583.51,110588.56
Baseline,7828.11,15840.33,9296.11,31791.24,93418.21
Baseline,20050.86,16981.46,14463.80,33323.86,123773.39
Baseline,5968.76,4160.66,6819.85,32581.03,135178.25
Baseline,9574.72,9852.55,6645.72,28233.02,113485.36
Baseline,7907.39,27139.10,10825.38,76429.43,207581.10
Baseline,37403.42,26380.07,21085.02,49685.25,331579.91
Baseline,3754.23,3406.03,6943.47,44404.69,237283.15
Baseline,25853.00,18805.16,9439.03,62542.77,168593.53
Baseline,23874.03,25627.52,24144.21,68943.90,178591.91
Baseline,3612.93,7530.19,6609.91,48513.73,214135.97
Baseline,13505.35,13656.93,6581.30,48523.87,151660.05
Baseline,26197.41,11190.42,7406.50,27693.07,117922.76
Baseline,12546.86,7412.15,4511.43,44485.78,119386.17
Baseline,5355.80,7937.04,7286.54,31532.07,111524.36
Baseline,39979.98,29881.60,27026.77,57216.85,144481.78
Baseline,11880.55,10050.15,14270.28,45635.20,135504.19
Baseline,18115.33,10821.35,9461.23,25312.28,96318.92
Baseline,6616.47,6996.11,10806.92,38561.46,121985.35
Baseline,9829.71,8784.96,7455.19,34044.93,125024.48
Baseline,45793.64,21077.17,12064.81,47644.51,160068.86
Baseline,8424.05,5937.92,7277.63,38718.94,161283.69
Baseline,11322.14,5644.14,8549.28,38047.90,103932.61
Baseline,24712.71,22636.82,12746.47,33182.78,198634.65
Baseline,34535.88,24908.16,20163.69,42088.32,141552.67
Baseline,6576.37,9842.47,8135.11,53714.45,131222.32
Baseline,4384.02,4510.30,11651.89,27525.01,106827.16
Baseline,7990.76,4909.99,5172.40,31651.37,122706.75
Baseline,10541.80,16205.37,10543.18,31202.55,119265.19
Baseline,7727.84,6560.39,11183.55,22863.73,90244.38
Baseline,3876.31,6171.21,8284.32,18408.41,90528.65
Baseline,11311.57,10908.93,10679.10,14847.22,136282.70
Baseline,36755.14,34207.91,21257.11,36991.43,134864.07
Baseline,2237.43,12108.59,10355.37,22669.25,98200.67
Baseline,866.61,5924.15,7620.20,24780.34,82721.48
Baseline,7772.95,10252.87,13019.31,38664.13,108164.86
Baseline,1538.44,7645.97,8079.28,34332.24,89702.00
Baseline,4169.56,7754.17,8428.29,29786.35,95241.26
Baseline,2082.62,5903.90,5214.93,22143.56,124003.96
Baseline,2670.65,4397.68,9212.81,22338.60,115808.13
Baseline,6299.56,10689.99,6668.82,37236.96,103807.30
Baseline,5281.81,4992.93,6359.36,23650.07,96879.60
Baseline,1802.03,3305.98,4714.95,27960.76,101132.99
Baseline,7576.49,10566.21,8153.92,28967.68,115826.52
Baseline,8982.13,13939.70,16850.23,25342.64,109674.19
Baseline,5446.60,11344.20,4108.89,24952.47,102660.17
Baseline,4700.26,4323.75,8549.11,26867.91,85319.32
Baseline,3226.85,7495.58,5559.40,36334.52,125602.77
Baseline,8902.62,12143.81,8515.22,32766.11,130112.73
Baseline,3817.06,6060.07,6248.14,24988.97,103249.15
Baseline,3836.93,3110.13,8949.02,33088.97,84496.88
Baseline,2922.29,9284.41,6541.26,27399.36,88552.35
Baseline,40513.36,14078.82,7135.01,22734.41,96269.96
Baseline,25015.08,11608.45,7352.82,34224.92,124920.35
Baseline,15984.15,15919.62,18400.68,39785.31,96910.72
Baseline,27780.51,26420.22,17913.76,42288.71,194376.09
Baseline,11583.10,18707.65,16653.47,36455.63,118507.53
Baseline,20342.12,11103.44,10663.16,38413.79,128829.01
Baseline,9343.38,9801.45,6374.09,38276.16,117106.78
Baseline,18667.32,12919.32,5309.15,30283.27,122843.03
Baseline,3821.12,7324.25,6751.58,33016.08,100978.59
Baseline,7234.99,5752.45,7191.22,32958.07,77393.65
Baseline,7358.24,6666.75,3939.29,22582.09,98171.27
Baseline,5840.23,6472.26,9629.92,29148.05,89795.76
Baseline,1995.49,8775.17,9114.56,39956.99,128023.71
Baseline,3242.78,10888.70,6406.93,31093.96,144341.13
Baseline,14820.52,13733.22,12378.09,22799.82,96584.14
Baseline,4200.25,5546.82,5636.10,33274.82,116428.43
Baseline,3456.32,6154.97,8696.87,28931.44,93697.06
Baseline,4430.07,8533.95,5686.51,27594.94,95824.75
Baseline,4013.89,3796.27,8076.32,34652.21,119962.43
Baseline,5807.24,7510.68,4705.00,21824.61,94002.33
Baseline,3007.10,3701.72,4671.15,36446.52,103680.10
Baseline,2970.15,8911.06,8848.85,30682.25,96765.89
Baseline,3477.21,2413.04,6984.11,25501.78,94958.35
Baseline,4203.70,4433.01,5064.27,28432.08,93353.56
Baseline,7650.03,5201.49,12766.31,16407.65,86679.21
Baseline,2385.45,8009.61,5692.34,29621.65,84431.13
Baseline,4399.07,4437.51,5060.55,20518.22,91605.13
Baseline,4948.86,8703.38,5031.22,30819.11,103695.96
Baseline,2088.14,4286.44,8796.25,20474.54,98178.52
Baseline,3505.08,6264.47,8127.46,24726.49,89498.59
Baseline,4080.05,12563.77,11068.40,40022.71,113454.75
Baseline,1358.51,6970.23,7553.05,25271.68,102227.75
Baseline,3769.72,4852.12,5475.21,25543.73,105583.78
Baseline,3325.85,4434.93,6694.60,27530.49,96074.67
Baseline,10703.22,15060.23,9085.29,24553.44,113349.72
Baseline,4757.40,5508.03,10232.73,22008.61,95045.14
Baseline,3010.77,7293.43,8820.70,28040.71,86674.95
Baseline,6321.84,5743.55,4510.82,31690.88,92032.33
Baseline,2467.14,3399.23,5342.10,21647.90,89296.51
Baseline,4079.96,5284.28,7576.43,19067.76,96345.23
Baseline,8077.21,7980.44,7653.47,40816.38,139336.93
Baseline,11575.81,21251.36,14820.51,35650.39,113994.03
Baseline,5006.76,5380.66,6412.77,32740.03,111013.25
Baseline,2213.54,4015.83,3837.14,23395.93,87720.68
Baseline,4133.36,3229.49,5335.40,33778.13,86144.31
Baseline,3389.89,5594.37,10397.24,26558.73,109726.04
Baseline,3070.82,6985.88,6055.38,25397.52,77350.39
Baseline,6507.87,6075.25,3105.66,18354.30,73523.59
Baseline,1703.29,2548.99,6487.00,24088.77,92507.92
Baseline,5141.01,2063.74,4972.60,26510.03,82659.56
Baseline,3961.57,7985.22,6537.86,29098.20,95444.22
Baseline,4086.51,4080.07,6788.35,31431.56,89750.05
Baseline,3017.81,4964.38,12252.83,21571.76,85263.85
Baseline,5115.65,2898.70,5457.45,25884.56,73631.55
Baseline,6069.61,9511.65,11255.85,16185.16,93032.46
Baseline,6481.93,5874.63,4500.65,18591.37,82851.54
Baseline,1048.93,5253.23,4693.13,18228.40,78675.88
Baseline,5719.85,7079.81,6814.74,27166.36,99190.62
Baseline,2265.10,3814.36,5193.18,18978.35,74056.07
Baseline,124172.41,77481.84,57930.14,78876.15,340050.62
Baseline,6782.01,7685.52,12779.66,30292.80,84536.07
Baseline,5248.28,6253.95,5659.63,24094.95,92219.40
Baseline,4234.39,5975.51,9723.02,29736.27,79789.60
Baseline,4791.94,5975.09,5919.35,22856.29,85420.94
Baseline,6215.56,8920.83,5254.52,17984.76,72493.62
Baseline,7332.14,8940.24,7958.72,27638.29,102515.09
Baseline,2652.19,6946.61,4588.43,22410.31,80473.28
Baseline,4166.49,1918.56,5509.67,20186.08,83593.13
Baseline,3150.00,5122.96,7749.50,22438.97,80752.84
Baseline,1500.70,5396.32,5770.53,18549.28,80669.68
Baseline,1946.64,5696.96,5825.38,23073.90,67960.40
Baseline,5612.79,4017.60,4782.17,19961.30,71157.83
Baseline,2809.57,10907.86,3773.89,22568.54,63711.02
Baseline,3486.25,9304.16,6311.59,15639.35,78788.89
Baseline,3672.09,3540.81,7379.30,33350.62,82381.39
Baseline,3455.87,6652.03,8084.62,26126.29,75890.19
Baseline,5652.86,7614.70,5239.77,23936.11,73513.88
Baseline,5691.85,5685.81,5772.96,16775.64,67271.53
Baseline,5312.68,8153.23,11862.21,20358.17,83105.53
Baseline,4565.81,6560.67,3879.57,18131.20,66690.11
Baseline,2430.07,8778.16,5235.59,19871.25,77121.50
Baseline,4932.85,6089.97,5203.69,22439.63,73620.40
Baseline,997.16,5396.46,6325.22,19301.85,66441.47
Baseline,4658.04,4287.17,6500.26,19573.38,68579.28
Baseline,2766.25,3697.64,4090.32,18005.18,65895.02
Baseline,2685.05,3298.96,4237.77,21879.89,67213.49
Baseline,5876.82,5083.93,6329.40,21105.80,68012.60
Baseline,3629.18,7678.64,6301.44,17745.32,68632.55
Baseline,1480.28,2038.24,4895.67,18977.73,83471.90
Baseline,5013.87,5325.10,4902.94,19149.77,80617.45
Baseline,3674.50,6212.64,4603.01,15128.95,66169.12
Baseline,8444.21,6494.03,6400.42,23773.99,74672.03
Baseline,4837.91,4270.96,3853.96,19844.71,66120.74
Baseline,3015.67,11264.76,5201.76,17618.73,60837.47
Baseline,10240.24,7144.45,7170.22,24773.26,86898.55
Baseline,5926.12,6172.96,6504.33,23799.85,83149.56
Baseline,9468.52,9461.80,12781.59,22887.38,113390.48
Baseline,15615.70,19141.54,7363.47,22608.59,122528.36
Baseline,37448.61,17284.60,12395.21,18470.47,78119.99
Baseline,10967.40,11463.43,6001.48,29275.33,122914.87
Baseline,19964.61,22724.17,5670.50,45938.90,172961.53
Baseline,4176.59,4228.52,5292.48,18954.85,124978.84
Baseline,14191.48,26854.33,10176.95,49594.90,141181.33
Baseline,17216.44,20234.58,8962.64,32093.72,120979.44
Baseline,3853.06,4740.37,4679.59,22995.83,94278.26
Baseline,7204.10,8580.27,5152.21,25768.81,94693.16
Baseline,4390.59,10401.52,11782.11,37014.86,106676.07
Baseline,4063.40,4363.22,5778.19,27488.30,95936.61
Baseline,9313.57,4510.81,4193.92,23634.04,75623.96
Baseline,3291.81,9837.10,3300.70,24309.58,71806.20
Baseline,3713.23,3817.90,7067.93,27836.84,93692.42
Baseline,4262.19,9319.77,8718.84,33330.60,88629.11
Baseline,3642.96,5427.13,4618.97,33556.97,90016.87
Baseline,6678.23,6177.11,2992.77,26417.84,75048.47
Baseline,10691.27,8436.48,5327.29,18977.00,82989.91
Baseline,8151.67,12385.11,10332.16,28423.59,107432.29
Baseline,9399.66,18613.09,15628.06,31901.27,85951.97
Baseline,6569.21,11248.56,6839.78,29915.50,73069.80
Baseline,6512.87,7411.36,14273.91,31864.74,81245.70
Baseline,8371.82,6946.29,3612.13,21819.31,76393.20
Baseline,30702.31,20030.27,13367.81,56619.92,215826.35
Baseline,93759.73,46929.63,18662.76,29709.83,87207.18
Baseline,21828.71,10863.55,11483.35,20921.46,117715.79
Baseline,14729.15,11813.31,10114.49,28264.04,126838.00
Baseline,23995.07,17520.01,14749.80,13253.12,116998.05
Baseline,17897.03,22830.47,28977.86,42988.46,87257.28
Baseline,7924.41,5519.09,6483.93,20283.63,84146.73
Baseline,5164.00,9452.39,9316.78,20630.35,69542.78
Baseline,5406.74,6076.38,2803.78,17423.03,71716.64
Baseline,1993.36,11472.23,7763.74,22839.87,84846.77
Baseline,7948.58,5931.83,7195.22,19426.19,55323.26
Baseline,3714.10,8664.32,4723.61,20313.57,66434.11
Baseline,1235.27,8942.30,6309.27,27218.74,61411.94
Baseline,2757.99,9248.99,5887.57,24044.94,72619.39
Baseline,3603.17,5296.91,4563.75,23673.95,85238.37
Baseline,11078.46,5805.32,8879.77,39387.93,162552.33
Baseline,5176.31,3602.12,5364.16,28979.87,138110.51
Baseline,6199.13,7621.01,6328.68,33176.73,122206.37
Baseline,11323.83,11827.72,11053.30,41786.48,135925.62
Baseline,9886.67,8186.06,10922.61,40023.18,128826.40
Baseline,5899.08,5614.22,4631.82,26888.17,107981.51
Baseline,13723.34,14923.61,10468.32,25778.56,97353.02
Baseline,9512.85,18196.47,12342.83,29196.50,122958.86
Baseline,15813.01,10939.79,4031.57,31015.26,114343.20
Baseline,11627.10,12787.55,5737.79,17923.77,133098.40
Baseline,8794.29,9227.93,9838.68,36761.46,108706.93
Baseline,32934.22,17782.71,11777.40,18238.09,146045.60
Baseline,21447.88,33159.34,19471.39,32485.96,166920.26
Baseline,34435.52,28065.32,12933.16,27960.60,140883.88
Baseline,22617.55,21626.59,15765.60,28168.35,128170.60
Baseline,35710.93,26453.44,18205.50,43860.54,166467.96
Baseline,5191.41,4202.27,7921.01,29651.48,109763.30
Baseline,6681.81,5661.86,4558.69,19326.15,83373.35
Baseline,2890.05,6746.86,6019.36,30605.04,103221.05
Baseline,3465.41,5075.54,5294.36,24570.12,99654.70
Baseline,4435.70,5825.80,6463.04,25738.46,68327.38
Baseline,7136.06,4391.38,3953.87,14188.88,56952.00
Baseline,9907.70,5567.39,4803.36,13480.78,76295.44
Baseline,13241.80,7066.24,4843.09,17482.75,62154.81
Baseline,18867.42,16213.87,10710.00,23652.89,115196.02
Baseline,7181.06,8402.31,5808.45,15954.04,81174.75
Baseline,3182.36,4800.55,3903.01,13180.34,48130.48
Baseline,8743.99,6814.33,3743.28,9774.37,52579.51
Baseline,2487.18,4583.96,5712.51,13795.75,46378.46
Baseline,4271.81,3259.14,3820.20,11866.10,47134.59
Baseline,3865.27,4026.62,5144.81,17429.29,49494.58
Baseline,6147.55,3246.88,4397.44,15851.09,43787.35
Baseline,4517.43,3358.01,2939.06,11083.91,41786.79
Baseline,6073.46,5554.81,5150.99,12055.45,55463.09
Baseline,27312.77,21962.85,10316.08,36354.55,143099.36
Baseline,3530.10,5750.72,4608.15,27202.29,112338.22
Baseline,11369.34,8221.27,12272.38,27416.28,90256.04
Baseline,13241.29,7062.62,12303.10,20262.60,64971.48
Baseline,7164.56,3660.68,6652.62,20815.47,79967.97
Baseline,8456.98,6880.00,9902.84,19552.67,103689.03
Baseline,33715.03,12999.86,16950.66,43689.23,122524.33
Baseline,7564.57,7206.69,9336.15,26551.43,104872.10
Baseline,6344.99,6643.83,4806.01,25343.43,86315.75
Baseline,7856.92,7252.51,4867.91,21619.92,105067.29
Baseline,3523.61,5454.45,6571.33,27153.14,111646.90
Baseline,12702.29,16343.16,10725.36,37217.77,109155.90
Baseline,9405.16,8200.88,16426.89,26313.32,118148.36
Baseline,10391.33,5267.35,3592.40,23742.86,91849.81
Baseline,33129.47,31366.93,11470.75,62808.06,198743.89
Baseline,17080.43,14178.08,7518.76,63175.95,247135.25
Baseline,7205.50,7843.15,9310.28,32018.19,166843.73
Baseline,18978.96,23837.06,10673.85,59827.88,227419.25
Baseline,74980.04,22861.60,9214.20,98773.74,378063.05
Baseline,30875.45,9128.74,13068.64,50123.71,234390.18
Baseline,6962.58,4665.00,6401.48,39013.71,142273.20
Baseline,13538.12,18326.45,8891.70,41346.56,121300.19
Baseline,73001.90,15438.67,22669.66,52117.01,162333.99
Baseline,12159.28,15428.10,10781.38,15123.98,97194.10
Baseline,33293.29,34544.83,19089.91,26085.36,167899.48
Baseline,27899.45,27210.77,13502.36,34981.76,167416.61
Baseline,39444.35,18711.62,14047.20,37063.56,201659.61
Baseline,60426.63,26215.90,13012.84,23943.27,113276.06
Baseline,9286.17,11071.88,7985.70,28640.36,148079.95
Baseline,16650.92,25840.85,21023.67,34485.39,133671.24
Baseline,15090.59,11937.10,11564.31,15137.55,114707.26
Baseline,15959.57,15516.24,7875.28,30891.94,143912.82
Baseline,15547.60,12020.89,6898.71,18252.07,119916.70
Baseline,9469.52,15121.97,8384.87,26403.03,127983.78
Baseline,17137.30,16379.71,7559.48,20296.89,117113.30
Baseline,15891.53,11634.66,11151.33,23081.62,103568.76
Baseline,17016.53,21936.19,6379.79,32730.59,126506.71
Baseline,14958.07,5025.46,7978.02,21945.09,111632.80
Baseline,26118.98,29836.01,16351.47,27964.38,113811.17
Baseline,41031.89,40003.89,16538.95,32262.93,136612.03
Baseline,14027.78,8338.36,7129.10,20997.10,105038.52
Baseline,10791.14,8130.53,7502.83,19810.15,79112.97
Baseline,11116.74,5408.09,5981.28,15199.33,61459.06
Baseline,7223.03,7621.10,8167.94,16539.56,61396.23
Baseline,7068.14,10965.14,9089.46,46465.59,113609.48
Baseline,10589.50,6018.32,9057.46,25632.28,79559.41
Baseline,26183.81,22631.68,12003.26,42342.24,115021.82
Baseline,11297.94,6746.99,11494.03,25640.41,113260.68
Baseline,30595.49,25069.86,45398.67,36201.88,146073.72
Baseline,5100.03,5635.40,3927.85,21241.89,87021.66
Baseline,63137.00,64362.89,17456.13,43846.21,119786.19
Baseline,5700.92,7245.55,7063.75,37732.45,118331.54
Baseline,6465.22,6735.12,5624.66,14793.12,67010.87
Baseline,32048.04,20672.65,8240.28,20492.25,101895.56
Baseline,20217.92,13232.67,6600.48,17403.60,106123.23
Baseline,9676.26,4931.71,6553.71,23268.72,88598.00
Baseline,7770.91,6655.73,3892.74,16783.05,63350.24
Baseline,3928.66,6869.10,8780.85,21253.70,45902.66
Baseline,5502.28,10093.76,9209.94,21782.62,116940.97
Baseline,6884.13,4417.65,5809.70,15439.48,90160.87
Baseline,5328.95,5940.41,4343.50,13856.17,58457.49
Baseline,4325.18,3365.35,5924.70,18079.75,59731.82
Baseline,5155.27,5284.21,5954.29,21889.73,66580.30
Baseline,4604.84,8588.22,5602.36,17752.48,73625.92
Baseline,6082.81,9799.97,9473.02,24688.55,76863.27
Baseline,8464.24,7066.49,6891.48,21702.33,69341.25
Baseline,4422.61,5841.31,5107.67,19827.91,62208.76
Baseline,3604.05,4143.17,6485.31,20897.74,69707.33
Baseline,21878.62,25971.17,15266.23,30478.68,86664.58
Baseline,3257.68,2813.73,4679.11,17277.32,65808.56
Baseline,3370.13,3759.79,6452.07,24917.51,70828.37
Baseline,5708.51,6122.84,6756.75,21312.59,63921.19
Baseline,5336.32,5559.72,3699.40,16550.61,52193.96
Baseline,11428.76,10579.53,8374.87,14764.95,67764.42
Baseline,7346.07,3995.98,3627.01,14136.54,52219.30
Baseline,3397.70,5641.77,7770.36,28533.21,72433.20
Baseline,20163.82,16515.24,8852.04,23742.16,91976.91
Baseline,4027.04,3662.07,5970.64,18381.97,78245.73
Baseline,8435.90,6994.50,6706.65,21389.82,59350.67
Baseline,7432.96,10307.61,5300.98,13481.15,84480.45
Baseline,13436.36,9687.65,6019.13,23185.38,75932.16
Baseline,18921.88,40924.03,24838.60,30625.76,141542.04
Baseline,3963.47,10209.77,9010.87,27375.23,120308.25
Baseline,5560.32,6181.69,11059.38,23060.78,121315.17
Baseline,12863.49,9042.09,9480.00,22377.04,98660.56
Baseline,6913.35,8419.33,16185.96,20714.67,134326.79
Baseline,4680.39,5567.77,6541.35,13188.69,93459.17
Baseline,5122.74,10740.47,5364.72,19706.46,109440.86
Baseline,3552.33,5356.72,2791.62,24239.09,112323.72
Baseline,14449.44,6615.75,7703.36,19769.17,83300.41
Baseline,2923.74,6423.95,4849.75,14047.12,56651.70
Baseline,3652.27,5585.35,6695.02,17085.03,50434.19
Baseline,4435.88,3725.40,3710.68,19329.97,65612.04
Baseline,8115.58,6451.03,7083.75,17661.30,90555.79
Baseline,3100.72,7003.96,6366.06,15711.50,65202.21
Baseline,4237.67,6699.86,7897.18,15178.81,65006.98
Baseline,5931.24,17282.91,16141.13,38958.85,143508.18
Baseline,18170.82,13999.24,5659.84,23100.18,115809.91
Baseline,7803.59,15166.86,7875.60,34956.61,140419.27
Baseline,9816.30,8603.09,5948.95,26042.66,123464.53
Baseline,42591.82,30924.60,20407.84,117762.97,228713.67
Baseline,95846.81,58243.59,16190.42,38632.98,143401.80
Baseline,40273.48,15541.02,18758.60,22691.31,127248.46
Baseline,133422.40,94238.65,25854.00,160147.26,334720.16
Baseline,10691.90,19142.09,18066.33,42866.99,180489.79
Baseline,18847.01,17428.04,11347.37,47085.76,145428.76
Baseline,15578.23,31340.20,15818.82,35506.61,153234.79
Baseline,26820.63,18463.30,13147.32,25649.53,126614.72
Baseline,20873.76,10759.41,11440.04,25227.55,118873.51
Baseline,18446.44,23230.35,11553.31,23137.30,99029.75
Baseline,13688.89,11894.66,7565.84,24956.29,108877.62
Baseline,22922.85,27466.57,20250.27,78688.19,715706.06
Baseline,33257.06,31968.52,19009.48,70748.85,423524.07
Baseline,12847.31,10964.70,9534.20,31756.72,78150.59
Baseline,53366.01,19889.60,11623.55,27908.58,105848.85
Baseline,6281.13,10531.94,11665.67,29235.92,121649.93
Baseline,21496.86,12912.69,12594.07,46547.97,112821.85
Baseline,5985.00,19306.76,13750.37,41244.25,104326.45
Baseline,11705.63,13566.47,9202.95,22619.39,94158.05
Baseline,31928.10,11895.20,15901.49,51932.14,112530.23
Baseline,13108.96,18302.45,16171.41,37412.59,108671.59
Baseline,19126.61,11455.33,6964.30,21255.36,69221.40
Baseline,12860.39,9614.32,5085.48,27512.25,79317.72
Baseline,7993.60,7468.09,8712.72,23089.91,75880.15
Baseline,7249.16,5861.99,5199.77,26247.47,74373.91
Baseline,8718.70,7887.12,10517.58,24379.56,74239.82
Baseline,14772.57,8428.69,7215.52,37039.09,103026.47
Baseline,11188.40,19850.66,13171.08,24670.97,70821.17
Baseline,10431.89,8661.93,3848.45,16909.60,53171.66
Baseline,5065.82,11571.84,9887.80,35086.83,88027.02
Baseline,6792.23,8068.44,5495.50,23944.26,84427.50
Baseline,2885.07,6085.91,5582.54,20652.99,56263.85
Baseline,5736.72,4431.38,4963.68,20111.88,77208.46
Baseline,6150.22,9196.30,4331.97,24223.56,64331.81
Baseline,7949.00,7034.54,5680.15,18298.06,65512.13
Baseline,11902.95,7603.60,5683.84,16230.15,75007.55
Baseline,19224.59,18186.16,10004.67,26198.43,89974.78
Baseline,8244.67,9453.86,6405.21,22660.37,77234.57
Baseline,5927.63,5963.09,6199.71,16055.74,63206.09
Baseline,5779.38,8791.30,8824.64,15658.03,51257.13
Baseline,2582.84,2786.06,7163.76,9096.70,41817.73
Baseline,5385.99,6023.37,5744.02,12567.24,42726.55
Baseline,5936.79,6640.86,5424.35,11855.55,38269.59
Baseline,3830.61,4835.00,4489.47,11047.52,36715.40
Baseline,1735.60,3870.89,7545.73,13093.98,40702.18
Baseline,13576.17,8748.68,7549.74,18422.75,105102.41
Baseline,6483.25,11729.58,8014.15,17994.05,104426.59
Baseline,7754.08,8613.33,11149.78,15207.97,79991.28
Baseline,5154.96,6582.02,5938.16,16088.00,51908.26
Baseline,1979.58,3255.11,9751.05,14320.41,45678.96
Baseline,3188.05,7074.40,4376.59,12271.71,47777.27
Baseline,1721.75,4946.94,5564.54,11808.69,42293.96
Baseline,6549.74,6751.22,4938.84,13613.09,52147.51
Baseline,1467.74,6584.56,4555.73,13245.37,42754.79
Baseline,5541.41,5853.63,6744.01,14557.23,47362.09
Baseline,19352.51,3382.97,5618.94,18661.76,64578.17
Baseline,5817.67,4342.77,6028.36,15283.56,76480.14
Baseline,3410.32,4676.52,3330.69,19788.61,72414.96
Baseline,2808.28,4580.66,5491.23,18783.26,60156.30
Baseline,3760.72,6106.71,6636.29,17495.09,56715.67
Baseline,1723.86,4879.71,6897.24,18439.04,70845.11
Baseline,4585.91,8028.78,9401.14,27158.66,70559.84
Baseline,20402.81,10533.64,7013.37,22628.80,94042.37
Baseline,6462.78,4819.13,6927.40,21104.56,60398.34
Baseline,18677.42,34641.73,28387.74,27072.66,66980.61
Baseline,4108.55,5173.38,4789.20,18098.80,71374.43
Baseline,10570.94,5929.49,3103.61,11181.77,77241.31
Baseline,3653.31,2986.01,10208.26,16112.17,52702.50
Baseline,2258.13,5894.81,7464.24,16047.81,51810.57
Baseline,2604.80,2239.49,3447.35,21062.15,54326.09
Baseline,2997.73,6914.42,2732.30,14653.15,55410.04
Baseline,15495.90,12594.61,6844.32,26098.67,105999.56
Baseline,16099.32,15255.04,8513.88,24753.42,61318.41
Baseline,14827.41,7368.12,6942.87,20031.94,64235.18
Baseline,5676.11,5848.79,7565.75,15389.53,76087.90
Baseline,9873.49,9910.75,8226.02,15641.83,63298.85
Baseline,4160.91,5209.63,4919.94,19789.89,52948.32
Baseline,5772.47,6412.41,6321.80,17570.28,49301.94
Baseline,5103.89,4219.69,5145.83,11461.96,55445.43
Baseline,2532.50,5594.19,2712.18,16694.43,64788.86
Baseline,6651.45,14834.46,10509.22,25248.30,72747.84
Baseline,17368.40,12815.19,4121.67,31871.54,89068.23
Baseline,4927.42,4351.24,5969.31,23856.10,75685.65
Baseline,11644.96,11963.54,8687.26,24978.24,92061.80
Baseline,2945.82,4803.40,6310.50,15835.28,75914.19
Baseline,11355.33,7369.05,7247.74,20142.26,68602.93
Baseline,3642.73,5593.86,6795.22,21931.18,67360.78
Baseline,4681.06,8419.05,7076.80,17068.85,71589.82
Baseline,2236.11,3748.11,10705.72,16718.45,66722.77
Baseline,2343.80,3885.44,3738.00,18719.80,64122.30
Baseline,12566.44,14205.50,11557.52,21981.69,113072.68
Baseline,3522.04,3430.22,6499.06,24664.41,63972.16
Baseline,13930.81,6543.29,4560.25,16426.99,77379.24
Baseline,14431.12,8026.68,8058.81,20907.74,130265.72
Baseline,9577.13,12175.29,10501.79,15396.49,105846.29
Baseline,9524.26,16170.90,6439.69,8659.18,102334.75
Baseline,11230.46,16705.26,15132.17,21391.83,114091.43
Baseline,20098.22,13518.77,9039.31,17451.87,89025.60
Baseline,10575.44,7036.09,10575.95,20088.53,88924.79
Baseline,8153.89,13821.94,9697.34,31178.84,81332.90
Baseline,6963.32,23486.56,18667.63,78096.34,115137.59
Baseline,6832.36,5349.96,5988.75,17822.75,56518.98
Baseline,2511.82,4780.45,3727.52,21459.69,67433.15
Baseline,17859.18,10552.93,11017.10,31558.38,91227.43
Baseline,2697.49,4638.64,4734.33,15115.40,67051.55
Baseline,6376.99,11391.96,9600.19,30364.11,128271.63
Baseline,72516.14,35938.88,17415.07,27626.37,67927.17
Baseline,23782.16,50369.41,26538.50,74862.56,194910.87
Baseline,17713.30,20174.78,15097.26,19577.59,266868.84
Baseline,37987.33,32931.06,28853.73,39804.96,329704.09
Baseline,19721.25,25571.20,9505.83,24134.19,357752.79
Baseline,24675.89,17193.20,12243.81,34325.25,240439.91
Baseline,16505.14,24190.07,19074.98,22788.56,111474.95
Baseline,20393.27,13947.14,22732.25,43242.02,159656.11
Baseline,5109.81,12212.82,12325.43,22466.60,129985.34
Baseline,8788.60,9523.92,12508.21,34019.33,159965.32
Baseline,12137.24,6331.66,8067.00,27451.26,144210.58
Baseline,14913.86,15744.59,11693.78,21555.22,138269.77
Baseline,12528.56,7961.95,5649.18,18829.00,102994.74
Baseline,6107.93,6295.30,5476.25,17362.65,102338.81
Baseline,5527.09,6660.71,9321.44,27476.94,63821.64
Baseline,4369.49,3653.61,2750.67,15450.60,82734.51
Baseline,6684.75,14727.86,9263.98,24095.43,103107.59
Baseline,13411.57,20091.28,22288.60,59968.42,129220.93
Baseline,9402.83,17691.95,10426.46,39336.98,96826.15
Baseline,27174.22,51145.44,30847.27,101439.35,230614.84
Baseline,59820.68,90865.59,21964.56,61926.85,131928.66
Baseline,9799.40,36491.29,29480.42,59011.14,101271.89
Baseline,16669.13,30453.02,25070.93,52813.57,80539.57
Baseline,18203.24,25111.69,25071.90,46952.20,122956.47
Baseline,42167.48,34834.39,54620.52,59805.36,103283.79
Baseline,41197.16,29108.05,36158.62,42681.55,115020.26
Baseline,15219.37,10029.14,5531.62,26491.71,92616.49
